country,year,GDPpc,POPden,URB,EDU
Slovakia,2020,35327.94391655881,113.53633527454242,53.76,23.9
Slovakia,2021,38356.0501231018,113.29548668885191,53.82,24.7
Slovakia,2022,41111.74752593066,112.97321131447588,53.909,26.0
Slovakia,2023,43625.36418752286,,54.027,25.8
Slovakia,2024,,,54.172,25.7
Slovenia,2004,22590.79212995443,99.15650446871896,51.308,15.4
Slovenia,2005,23682.371084915292,99.32840119165839,51.533,16.7
Slovenia,2006,25576.519316704642,99.64587884806356,51.758,17.8
Slovenia,2007,27469.041298856744,100.2046673286991,51.983,18.5
Slovenia,2008,29460.941424351513,100.33237037257646,52.209,19.0
Slovenia,2009,27214.46531475461,101.24537124363391,52.433,19.6
Slovenia,2010,27582.497741718555,101.68582660749918,52.658,20.2
Slovenia,2011,28715.633995496282,101.89829246500545,52.883,21.6
Slovenia,2012,28786.710551768625,102.1140491519282,53.108,23.0
Slovenia,2013,29634.06576114706,102.28167825223436,53.332,24.4
Slovenia,2014,30571.975301983166,102.38232373386296,53.557,25.1
Slovenia,2015,31344.628974305822,102.44610924111089,53.781,26.6
Slovenia,2016,33575.17754357582,102.52417833382981,54.02,27.2
Slovenia,2017,36180.038454762296,102.610871929328,54.273,28.7
Slovenia,2018,38620.20454363048,102.99229256470868,54.541,28.7
Slovenia,2019,42373.25063692791,103.71193460598715,54.822,29.3
Slovenia,2020,41767.257989995844,104.40888142865656,55.118,31.5
Slovenia,2021,45914.05723924055,104.68996444250213,55.427,35.4
Slovenia,2022,51079.17806919334,104.88846069803937,55.751,35.1
Slovenia,2023,53952.20473000242,,56.088,29.8
Slovenia,2024,,,56.438,30.5
Spain,2004,26163.30462454519,85.98480508033174,77.022,24.3
Spain,2005,27629.70770249655,87.46549720491294,77.263,26.1
Spain,2006,30755.29878886458,88.97614934466311,77.502,26.4
Spain,2007,32537.34354027355,90.61490052293081,77.74,26.8
Spain,2008,33349.94258061295,92.12932237369687,77.976,27.0
Spain,2009,32201.47735278142,92.97506517466812,78.21,27.4
Spain,2010,31808.21798795387,93.15193096138077,78.442,28.4
Spain,2011,32015.57520004012,93.50783588061135,78.673,29.3
Spain,2012,31869.783982221932,93.50683712840608,78.902,30.0
Spain,2013,32602.602496307365,93.2009456028468,79.133,30.9
Spain,2014,33746.32052622105,92.9227364506907,79.366,31.7
Spain,2015,35220.97620339294,92.95268592105448,79.602,32.1
Spain,2016,37591.74319455341,93.04926295729877,79.84,32.7
Spain,2017,39806.4420431184,93.27091015496329,80.08,33.2
Spain,2018,41001.35887039879,93.66979207925012,80.321,34.0
Spain,2019,44027.49323075972,94.35080890239782,80.565,35.1
Spain,2020,39322.674308640155,94.815383748924,80.81,36.0
Spain,2021,44277.822537849366,94.8822087969797,81.056,36.2
Spain,2022,50496.60175515456,95.57298272167976,81.304,36.5
Spain,2023,53229.922021794664,,81.552,37.1
Spain,2024,,,81.802,37.5
Sweden,2004,33809.385496801384,22.078699915574152,84.258,24.7
Sweden,2005,34198.386457678134,22.167178892703067,84.319,25.5
Sweden,2006,37679.7205412732,22.292217036542226,84.43,25.9
Sweden,2007,40814.291649806735,22.458139975062583,84.588,26.4
Sweden,2008,41906.69901735424,22.633779619320187,84.746,26.9
Sweden,2009,40073.14815448629,22.827421437193575,84.902,27.6
Sweden,2010,41956.12900515624,23.022862735942507,85.056,28.2
Sweden,2011,44332.52173890775,23.197378011522076,85.297,29.1
Sweden,2012,45206.986443472684,23.369620000211125,85.62,30.1
Sweden,2013,46098.232136883234,23.56848350406307,85.936,31.4
Sweden,2014,46841.401974673914,23.803498652353305,86.247,32.8
Sweden,2015,48785.15518645853,24.05826177288175,86.553,34.0
Sweden,2016,50289.76871441348,24.362449750883012,86.852,35.3
Sweden,2017,51474.11991151606,24.692941976669207,87.146,36.0
Sweden,2018,53122.43867721801,24.981458868837798,87.431,37.1
Sweden,2019,57046.44630769513,25.237887939501082,87.708,37.8
Sweden,2020,57489.265719621755,25.42094382243174,87.977,38.3
Sweden,2021,62731.70061629291,25.574079257513258,88.238,39.6
Sweden,2022,66375.61645557273,25.74872569239835,88.492,41.1
Sweden,2023,67198.02003775252,,88.738,41.9
Sweden,2024,,,88.976,42.8
